math,logical_thinking,creativity,tech_affinity,empathy,communication,leadership,analytical,patience,organization,career
1.3260240953016718,4.613473186945617,1.196483121186449,4.487932167947568,3.3151161632242974,3.971409832234156,5.0,1.76099872340648,2.8962967706984815,3.740125267895245,Project Manager
2.72998749265653,1.9576148954851087,3.8515554648849726,4.517543949132403,2.8200069240872523,4.674377048964448,3.496772274209641,2.920223140257265,2.8511352543719153,3.897341242521014,Marketing Manager
1.454499819676991,2.656626171233417,5.0,3.7041604085046806,4.7669162478378055,3.911088702269887,4.47975275958235,1.7524016411866183,3.345882631603262,1.862911230151774,UX/UI Designer
2.8763621985485957,1.3885118955793807,3.813143869721624,4.134068842096505,2.963363991808454,5.0,4.756030113179583,1.052858558397765,3.662526729975411,4.799612390867246,Sales Representative
4.783823400397346,4.090884808925152,4.961042041712239,2.973737125056601,3.686700318389236,3.9328097994196733,3.889212772419836,2.850846210574791,3.0046167278612947,2.3567639050285707,UX/UI Designer
4.773857182749935,4.511980700158508,3.8475784936870374,4.311332537755781,3.1965984216373977,4.19381201296563,3.2435502235748532,2.8529110093128134,3.05710052588389,1.9196530409444574,Business Analyst
1.7966497959294898,3.1770271654803537,4.203114287422078,3.5573414958948426,3.7270240083196136,3.2364564231622284,4.198420866683302,3.803452963238428,4.208868206235934,4.6736764411011045,UX/UI Designer
2.9442617231894195,3.7972461131766493,3.387003392946632,5.0,4.287617899080701,3.7928954175737872,2.4697388536436575,2.6223165489727456,3.6606801055675495,4.035203500841007,Software Engineer
1.1682025534412754,4.689880642904871,4.519940044767449,1.9525597079785066,4.7643400349462155,4.767488097755364,3.238667595476441,1.145480592510709,2.547968610033261,3.805625827355659,UX/UI Designer
3.9187903424557646,3.044498995636458,3.6032791161122755,5.0,3.6191471123470316,4.565490945637091,1.092865123924406,3.206116914852202,2.8705741116830152,2.17853766453,Software Engineer
1.2486573806623156,3.7756893910589415,2.8678912291826917,4.7534595014429595,2.711289220575117,3.9069358955700784,4.437588001138348,3.3821532789541973,2.175196257458393,4.049536899390171,Sales Representative
4.939389998820383,3.0605100923031108,4.546218837707632,3.160184313858122,3.588612790103094,3.7170225887775974,2.2342331173750742,4.388261182809291,4.918021050918123,4.683600770044248,UX/UI Designer
2.828720224631765,2.8810173165762882,4.0287646848277365,2.5263457250414367,2.8810344774177015,5.0,3.5708102254852143,2.340283434486091,4.699666569382284,3.829254717618295,Marketing Manager
4.321895695748205,2.906585864987821,3.6776814127095703,2.782287114492647,3.4280824562493097,4.062372656184989,3.1515968996504045,4.43519142853193,1.8842653359738613,1.4103159415672386,Sales Representative
4.168523307518018,3.309910646145157,4.119735412548084,2.618377217387188,3.522382983163347,4.6819374305120505,1.1028112144006283,3.101111152433358,1.1776160902352024,2.3387807494002435,Sales Representative
3.413145655758004,3.3592631714065004,3.167088430818656,4.051097808243407,1.9943534496003612,4.695828871914181,2.086219037054478,2.0558047576744527,2.8422415281888616,4.743789978598885,Software Engineer
1.8700037692325466,1.6546582012926896,4.110971590246481,1.0277828204270207,3.646088987195581,3.9868573949160058,3.8706941389708915,1.0119035576440165,1.90369955003835,3.957472345517151,Marketing Manager
